material_description,material_type,eoq_units,reorder_point_units,avg_inventory_units,avg_lead_time_days,inventory_turnover,avg_inventory_value,carrying_cost,currency_code
Angeline Chard Cal,raw_material,0.0,0.0,14.0,10.0,,181.86,36.37200000000001,USD
Angeline Chard RRV,raw_material,0.0,0.0,19.8125,7.875,,2058.915,411.783,USD
Angeline Chard Rsv,raw_material,0.0,0.0,7.375,9.0,,383.205,76.641,USD
Angeline Pnt Nr,raw_material,0.0,0.0,17.333333333333332,8.0,,519.48,103.89600000000002,USD
Angeline Pnt Nr Rsv,raw_material,0.0,0.0,28.5,8.333333333333334,,4100.58,820.1160000000001,USD
Angeline Rsv Cab Svgn,raw_material,0.0,0.0,12.416666666666666,8.833333333333334,,1116.755,223.351,USD
Angelini Estate Sangiovese,raw_material,0.0,0.0,12.0,10.0,,179.88,35.976,USD
Angelini Pnt Grigio Veneto,raw_material,0.0,0.0,9.11111111111111,8.666666666666666,,819.1800000000001,163.836,USD
Angelini Pnt Nr Veneto,raw_material,0.0,0.0,7.4375,8.75,,594.405,118.88100000000001,USD
Angels & Cowboys Rose,raw_material,0.0,0.0,1.25,8.5,,34.975,6.995000000000001,USD
Angels Cup Cab Svgn,raw_material,0.0,0.0,6.0,9.0,,50.94,10.188,USD
Angels Envy Rye,raw_material,0.0,0.0,1.9285714285714286,6.428571428571429,,1079.865,215.97299999999998,USD
Angels Envy Whiskey,raw_material,0.0,0.0,3.935483870967742,8.03225806451613,,6098.780000000001,1219.756,USD
Angels Landing Cab Svgn,raw_material,0.0,0.0,4.6,8.6,,459.77,91.954,USD
Angels Landing Chard,raw_material,0.0,0.0,9.0,6.0,,179.91,35.982,USD
Angels Landing Pnt Nr Sonoma,raw_material,0.0,0.0,10.0,6.0,,199.89999999999998,39.98,USD
Angels Landing Rsv Cab Svgn,raw_material,0.0,0.0,3.625,7.5,,434.85499999999996,86.971,USD
Angels Landing Svgn Bl,raw_material,0.0,0.0,5.0,6.0,,164.89999999999998,32.980000000000004,USD
Angoves Nine Vines Moscato,raw_material,0.0,0.0,8.0,7.0,,95.92,19.184,USD
Anima Negra Quibia,raw_material,0.0,0.0,7.833333333333333,6.666666666666667,,328.765,65.753,USD
Animo Cab Svgn,raw_material,0.0,0.0,5.666666666666667,6.75,,4759.32,951.864,USD
Anna de Codorniu Brut Cava,raw_material,0.0,0.0,7.6875,9.0,,687.885,137.577,USD
Annabella Cab Svgn Napa,raw_material,0.0,0.0,10.5,9.0,,167.89499999999998,33.579,USD
Anne Amie Pnt Nr,raw_material,0.0,0.0,6.928571428571429,8.0,,1180.0149999999999,236.00300000000001,USD
Anne Amie Twelve Oaks Pnt Nr,raw_material,0.0,0.0,6.65,6.2,,2526.335,505.26700000000005,USD
Anne Pichon Gris Montagne Ro,raw_material,0.0,0.0,11.0,5.0,,164.89000000000001,32.978,USD
Anselmi San Vincenzo,raw_material,0.0,0.0,87.0,7.666666666666667,,1563.39,312.67800000000005,USD
Antech Limoux Brut,raw_material,0.0,0.0,2.625,10.666666666666666,,377.685,75.537,USD
Antech Limoux Emotion Sprklg,raw_material,0.0,0.0,3.4444444444444446,10.222222222222221,,433.69,86.738,USD
Anthology Conn Crk Cab Napa,raw_material,0.0,0.0,4.333333333333333,8.666666666666666,,506.87,101.37400000000002,USD
Antica Cab Svgn Napa Valley,raw_material,0.0,0.0,2.3333333333333335,8.0,,321.93,64.38600000000001,USD
Antica Chard Napa Valley,raw_material,0.0,0.0,5.666666666666667,7.0,,526.8299999999999,105.36599999999999,USD
Antica Fratta Franciacorta B,raw_material,0.0,0.0,8.3,8.2,,1237.335,247.46699999999998,USD
Antico Colle Rosso di Montep,raw_material,0.0,0.0,4.277777777777778,8.666666666666666,,384.615,76.923,USD
Antico Colle Toscana Rosso,raw_material,0.0,0.0,5.5,9.0,,54.945,10.989,USD
Antigal Uno Malbec Mendoza,raw_material,0.0,0.0,9.75,7.4,,1467.5249999999999,293.505,USD
Antinori Badia Chianti Clsc,raw_material,0.0,0.0,12.5,9.0,,474.875,94.97500000000001,USD
Antinori Bolgheri Guado,raw_material,0.0,0.0,3.4,5.0,,1614.83,322.966,USD
Antinori Brnllo Mntlcno Pain,raw_material,0.0,0.0,3.0,8.0,,161.97,32.394,USD
Antinori Chianti Clsc Pepoli,raw_material,0.0,0.0,6.6,7.6,,758.67,151.73399999999998,USD
Antinori Orvieto Clsc Campo,raw_material,0.0,0.0,11.0,8.666666666666666,,362.67,72.53400000000002,USD
Antinori Tenuta Marchese,raw_material,0.0,0.0,7.846153846153846,7.461538461538462,,3941.98,788.3960000000001,USD
Antinori Tignanello,raw_material,0.0,0.0,2.0,8.0,,347.96,69.592,USD
Antinori Toscana Rd,raw_material,0.0,0.0,18.333333333333332,7.733333333333333,,4947.25,989.45,USD
Antinori Villa Chianti Class,raw_material,0.0,0.0,6.3,8.0,,2614.055,522.811,USD
Antinori Villa Wh,raw_material,0.0,0.0,6.2727272727272725,7.0,,896.3100000000001,179.262,USD
Anton Bauer Pnt Nr Rsv,raw_material,0.0,0.0,2.7857142857142856,6.285714285714286,,877.3050000000001,175.461,USD
Apaltagua Envero Gran Rsv,raw_material,0.0,0.0,6.0,6.5,,185.88,37.176,USD
Apaltagua Rose Carmenere,raw_material,0.0,0.0,5.0,6.0,,109.9,21.980000000000004,USD
Aperol Liqueur,raw_material,0.0,0.0,5.478260869565218,7.6521739130434785,,3652.74,730.548,USD
Apothic Crush,raw_material,0.0,0.0,14.279411764705882,7.617647058823529,,3879.145,775.8290000000001,USD
Apothic Dark,raw_material,0.0,0.0,12.4,7.8,,2476.9,495.38000000000005,USD
Apothic Inferno,raw_material,0.0,0.0,0.5,7.5,,12.99,2.5980000000000003,USD
Apothic Winemakers Red Blend,raw_material,0.0,0.0,39.0,8.0,,623.22,124.644,USD
Apothic Winemakers White,raw_material,0.0,0.0,18.375,9.25,,618.265,123.65300000000002,USD
Appleton Est Signature Rum,raw_material,0.0,0.0,7.5,7.466666666666667,,2248.875,449.775,USD
Appleton Estate Reserve Rum,raw_material,0.0,0.0,5.25,7.571428571428571,,1616.2649999999999,323.253,USD
Appleton Special Gold Rum,raw_material,0.0,0.0,6.527027027027027,7.27027027027027,,3798.585,759.717,USD
Appolo Vyds China Girl,raw_material,0.0,0.0,11.714285714285714,7.571428571428571,,1270.18,254.03600000000003,USD
Appolo Vyds Seyval,raw_material,0.0,0.0,14.071428571428571,7.428571428571429,,1525.7649999999999,305.153,USD
Aquitania Cab Svgn,raw_material,0.0,0.0,6.0,7.666666666666667,,599.64,119.92800000000001,USD
Arabella Shiraz,raw_material,0.0,0.0,6.0,8.0,,65.94,13.188,USD
Arak Razzouk,raw_material,0.0,0.0,6.666666666666667,8.166666666666666,,879.5999999999999,175.92,USD
Arak-Gantous & Abouraad,raw_material,0.0,0.0,5.954545454545454,8.636363636363637,,1229.8449999999998,245.969,USD
Arca Nova Vinho Verde,raw_material,0.0,0.0,9.409090909090908,7.363636363636363,,1107.965,221.59300000000002,USD
Archvist Gerston Scotch,raw_material,0.0,0.0,4.208333333333333,8.125,,4442.99,888.5980000000001,USD
Ardbeg 10 Yr Single Malt Sc,raw_material,0.0,0.0,5.2272727272727275,7.454545454545454,,5183.35,1036.67,USD
Ardbeg 21 Yr Single Malt,raw_material,0.0,0.0,2.1,5.6,,5249.8949999999995,1049.979,USD
Ardbeg Auriverdes Scotch,raw_material,0.0,0.0,1.0,10.0,,179.98,35.996,USD
Ardbeg Corryvreckan Scotch,raw_material,0.0,0.0,4.833333333333333,8.11111111111111,,6089.129999999999,1217.826,USD
Ardbeg Dark Cove Com Release,raw_material,0.0,0.0,1.5,6.0,,164.98499999999999,32.997,USD
Ardbeg Dark Cove Giftbox,raw_material,0.0,0.0,3.05,9.9,,6709.389999999999,1341.878,USD
Ardbeg Exploration Pk +50mls,raw_material,0.0,0.0,7.0,12.0,,328.93,65.786,USD
Ardbeg Perpetuum Single Malt,raw_material,0.0,0.0,3.375,6.5,,1349.8649999999998,269.97299999999996,USD
Ardbeg Uigeadail Scotch,raw_material,0.0,0.0,5.2368421052631575,7.315789473684211,,7362.004999999999,1472.401,USD
Ardmore Legacy Single Malt,raw_material,0.0,0.0,5.5,7.782608695652174,,4679.235000000001,935.8470000000001,USD
Argiola Vermentino Costamol,raw_material,0.0,0.0,1.0,11.0,,7.79,1.558,USD
Argiolas SerraLori Rose 14,raw_material,0.0,0.0,6.0,9.0,,44.94,8.988,USD
Argyle Brut,raw_material,0.0,0.0,8.583333333333334,8.666666666666666,,1029.485,205.897,USD
Argyle Willamette Pnt Nr,raw_material,0.0,0.0,6.785714285714286,8.571428571428571,,949.525,189.905,USD
Arindo Verdejo Rueda,raw_material,0.0,0.0,4.0,10.0,,43.96,8.792,USD
Armand De Brignac Brut,raw_material,0.0,0.0,2.5384615384615383,9.076923076923077,,9404.67,1880.9340000000002,USD
Armand Kabinett Rsl,raw_material,0.0,0.0,6.5,8.0,,129.935,25.987000000000002,USD
Armand de Brignac Brut Rose,raw_material,0.0,0.0,0.5,8.333333333333334,,629.985,125.99700000000001,USD
Armas de Guerra Rosado Mncia,raw_material,0.0,0.0,4.25,7.25,,475.66,95.132,USD
Armonia Malbec,raw_material,0.0,0.0,6.0,9.0,,83.94,16.788,USD
Armorik Single Malt Whiskey,raw_material,0.0,0.0,1.0,6.0,,59.99,11.998000000000001,USD
Arnaldo Caprai Grecante Grec,raw_material,0.0,0.0,4.375,8.0,,332.325,66.465,USD
Arpa Brunello di Montalcino,raw_material,0.0,0.0,9.117647058823529,5.764705882352941,,4958.45,991.69,USD
Arpa Pnt Grigio,raw_material,0.0,0.0,9.833333333333334,5.733333333333333,,1473.525,294.70500000000004,USD
Arrosta Coffee Liqueur,raw_material,0.0,0.0,6.65625,7.9375,,3726.4350000000004,745.287,USD
Arrow Blackberry Brandy,raw_material,0.0,0.0,8.0,9.333333333333334,,143.76000000000002,28.752000000000002,USD
Arrow Blue Curacao,raw_material,0.0,0.0,5.5,9.0,,43.945,8.789,USD
Arrow Brown Creme de Cacao,raw_material,0.0,0.0,5.2,8.2,,415.48,83.096,USD
Arrow Cherry Brandy,raw_material,0.0,0.0,9.75,7.5,,311.61,62.32200000000001,USD
Arrow Coffee Brandy,raw_material,0.0,0.0,25.25,8.55,,941.95,188.39000000000001,USD
Arrow Creme de Banana,raw_material,0.0,0.0,7.333333333333333,7.833333333333333,,351.56,70.312,USD
Arrow Creme de Strawberry,raw_material,0.0,0.0,6.0,8.833333333333334,,287.64,57.528000000000006,USD
Arrow Ginger Brandy,raw_material,0.0,0.0,6.75,7.5,,107.86500000000001,21.573,USD
Arrow Kirsch,raw_material,0.0,0.0,6.333333333333333,8.11111111111111,,626.43,125.28600000000002,USD
Arrow Peppermint Schnapps,raw_material,0.0,0.0,3.5,6.833333333333333,,147.54000000000002,29.508000000000003,USD
Arrow Sloe Gin,raw_material,0.0,0.0,8.236842105263158,6.684210526315789,,1250.435,250.08700000000002,USD
Arrow White Creme de Cacao,raw_material,0.0,0.0,4.5,7.142857142857143,,251.685,50.337,USD
Arrowood Cab Svgn Sonoma Vly,raw_material,0.0,0.0,1.0,9.0,,27.99,5.598,USD
Arrowood Sonoma Est Cab Svgn,raw_material,0.0,0.0,6.0,9.0,,101.94,20.388,USD
Art In The Age Root Liqueur,raw_material,0.0,0.0,3.84375,8.3125,,1844.385,368.877,USD
Art In The Age Sage,raw_material,0.0,0.0,7.0,8.666666666666666,,2078.37,415.67400000000004,USD
Art In The Age Snap,raw_material,0.0,0.0,4.40625,8.125,,2114.295,422.859,USD
Art in the Age Chicory Root,raw_material,0.0,0.0,5.333333333333333,7.8,,1999.1999999999998,399.84,USD
Art in the Age Rhubarb Tea,raw_material,0.0,0.0,5.5,8.478260869565217,,4173.235000000001,834.647,USD
Art of Eart Montepulciano d',raw_material,0.0,0.0,2.0,11.0,,17.98,3.596,USD
Artadi Vinas de Gain Rioja,raw_material,0.0,0.0,3.0,8.0,,31.47,6.2940000000000005,USD
Artesa Cab Svgn Estate Rsv,raw_material,0.0,0.0,6.416666666666667,11.333333333333334,,2694.615,538.923,USD
Artesa Carneros Chard,raw_material,0.0,0.0,6.166666666666667,8.833333333333334,,628.63,125.726,USD
Artesa Carneros Pnt Nr,raw_material,0.0,0.0,8.2,9.0,,901.5899999999999,180.31799999999998,USD
Artesa Rsv Chard,raw_material,0.0,0.0,4.25,6.5,,144.415,28.883,USD
Artesa Rsv Pnt Nr,raw_material,0.0,0.0,0.5,7.0,,8.495,1.6989999999999998,USD
Asamai Shuzo Heavens Door,raw_material,0.0,0.0,1.0,5.0,,29.99,5.998,USD
Asbach Uralt German Brandy,raw_material,0.0,0.0,7.25,7.583333333333333,,2013.6299999999999,402.726,USD
Ashuelot Gin,raw_material,0.0,0.0,6.85,8.3,,2191.315,438.263,USD
Ashuelot Vodka,raw_material,0.0,0.0,5.666666666666667,8.11111111111111,,1452.99,290.598,USD
Aska Bolgheri Rosso,raw_material,0.0,0.0,0.5,9.0,,14.495,2.899,USD
Aslanoff Vodka,raw_material,0.0,0.0,23.407894736842106,8.657894736842104,,12444.105,2488.8210000000004,USD
Astoria Prosecco 08,raw_material,0.0,0.0,12.0,7.0,,155.88,31.176000000000002,USD
Astoria Sparkling Moscato,raw_material,0.0,0.0,4.0,9.0,,43.96,8.792,USD
Aszu Royal Tokaji 5 Puttony,raw_material,0.0,0.0,5.583333333333333,9.0,,1583.665,316.733,USD
Atalon Cab Svgn Napa,raw_material,0.0,0.0,7.0,9.0,,419.86,83.972,USD
Atalon Svgn Bl Napa Valley,raw_material,0.0,0.0,5.5,10.0,,219.89,43.977999999999994,USD
Atamisque Assemblage,raw_material,0.0,0.0,5.45,7.8,,1797.955,359.591,USD
Atamisque Malbec,raw_material,0.0,0.0,4.9375,8.0,,868.6049999999999,173.721,USD
Atelie Pink Moscato,raw_material,0.0,0.0,3.25,9.75,,194.87,38.974000000000004,USD
Atelie Prosecco,raw_material,0.0,0.0,8.0,9.0,,263.84,52.768,USD
Atholl Brose Scotch Liqueur,raw_material,0.0,0.0,0.0,5.0,,0.0,0.0,USD
Atlas Peak Cab Svgn,raw_material,0.0,0.0,1.5,7.0,,52.485,10.497,USD
Atteca Garnacha Old Vines,raw_material,0.0,0.0,6.055555555555555,8.666666666666666,,920.4549999999999,184.091,USD
Attems Pnt Grigio Ramato,raw_material,0.0,0.0,7.785714285714286,8.285714285714286,,925.9549999999999,185.191,USD
Attitude 13 Rose Jolivet,raw_material,0.0,0.0,15.833333333333334,8.666666666666666,,664.525,132.905,USD
Attrezzi 10 Moscato d'Asti,raw_material,0.0,0.0,24.0,8.0,,311.76,62.352000000000004,USD
Au Bon Climate Pnt Nr,raw_material,0.0,0.0,7.0,9.0,,153.92999999999998,30.785999999999998,USD
Au Contraire Chard RRV,raw_material,0.0,0.0,11.6,5.7,,1622.84,324.56800000000004,USD
Auchentoshan 12 Yr Sngle Mlt,raw_material,0.0,0.0,4.866666666666666,8.4,,3411.27,682.254,USD
Auchentoshan 18 Yr Scotch,raw_material,0.0,0.0,5.0,12.0,,649.95,129.99,USD
Auchentoshan American Oak,raw_material,0.0,0.0,5.59375,8.0,,3476.105,695.221,USD
Auchentoshan Three Wood,raw_material,0.0,0.0,3.5526315789473686,7.0,,9448.65,1889.73,USD
Aultmore 12 Yr Scotch,raw_material,0.0,0.0,4.25,9.0,,1249.2450000000001,249.84900000000002,USD
Auspicion Cabernet Sauvignon,raw_material,0.0,0.0,10.5,9.0,,146.895,29.379000000000005,USD
Austerity Cab Svgn,raw_material,0.0,0.0,10.5,7.0,,146.895,29.379000000000005,USD
Austerity Chard,raw_material,0.0,0.0,11.25,7.0,,314.775,62.955000000000005,USD
Austerity Pnt Nr,raw_material,0.0,0.0,10.0,7.0,,139.9,27.980000000000004,USD
Austin Cocktails Vodkarita,raw_material,0.0,0.0,1.5,10.0,,22.485,4.497,USD
Austin Hope 10 Grenache,raw_material,0.0,0.0,2.25,6.5,,161.955,32.391000000000005,USD
Austin Hope 10 Syrah,raw_material,0.0,0.0,1.5,8.0,,65.985,13.197000000000001,USD
Auvigue Saint-Veran 13,raw_material,0.0,0.0,8.0,7.0,,279.84,55.967999999999996,USD
Avalon Cab Svgn Cal,raw_material,0.0,0.0,9.642857142857142,8.285714285714286,,824.825,164.965,USD
Avalon Cab Svgn Napa,raw_material,0.0,0.0,6.642857142857143,8.571428571428571,,929.5349999999999,185.907,USD
Avancia 15 Cuvee Rose Mencia,raw_material,0.0,0.0,7.791666666666667,8.666666666666666,,1588.5649999999998,317.713,USD
Avante Mencia 09 Castilla Y,raw_material,0.0,0.0,3.0,10.0,,29.97,5.994,USD
Aveleda Follies,raw_material,0.0,0.0,13.0,7.0,,337.74,67.548,USD
Averna Amaro,raw_material,0.0,0.0,3.125,7.678571428571429,,2624.125,524.825,USD
Avia Slovenia Chard,raw_material,0.0,0.0,14.5,10.0,,108.605,21.721000000000004,USD
Aviary Cab Svgn,raw_material,0.0,0.0,50.85,8.2,,9147.914999999999,1829.583,USD
Aviary Napa Cab Svgn,raw_material,0.0,0.0,9.0,7.0,,179.91,35.982,USD
Aviary Red Blend,raw_material,0.0,0.0,5.722222222222222,7.333333333333333,,926.4849999999999,185.297,USD
Aviation American Gin,raw_material,0.0,0.0,9.428571428571429,7.714285714285714,,1649.34,329.868,USD
Avinyo Cava Brut,raw_material,0.0,0.0,5.0,9.0,,89.94999999999999,17.99,USD
Avion Anejo Tequila,raw_material,0.0,0.0,8.26923076923077,7.6923076923076925,,5686.425,1137.285,USD
Avion Reposado Tequila,raw_material,0.0,0.0,3.638888888888889,7.527777777777778,,6024.6900000000005,1204.938,USD
Avion Reserva 44 Extra Anejo,raw_material,0.0,0.0,2.3205128205128207,9.025641025641026,,11311.595,2262.319,USD
Avion Silver Tequila,raw_material,0.0,0.0,4.798076923076923,7.865384615384615,,14845.505,2969.101,USD
Avion Tasting Flight 3/375mL,raw_material,0.0,0.0,2.4,8.2,,599.88,119.97600000000001,USD
Avion Tequila 3/50ml Sampler,raw_material,0.0,0.0,8.88888888888889,7.555555555555555,,1598.4,319.68,USD
Ayala Brut Majeur,raw_material,0.0,0.0,9.833333333333334,7.666666666666667,,3709.1150000000002,741.8230000000001,USD
Ayala Rose Majeur,raw_material,0.0,0.0,13.5,6.5,,1604.73,320.946,USD
B & B Liqueur Dom,raw_material,0.0,0.0,17.3,8.4,,1888.32,377.664,USD
B & G Bistro Girls Night Out,raw_material,0.0,0.0,4.0,3.0,,39.96,7.992000000000001,USD
B & G CDP Rose,raw_material,0.0,0.0,5.5,8.714285714285714,,423.115,84.623,USD
B & G Pnt Nr Bistro,raw_material,0.0,0.0,6.333333333333333,8.333333333333334,,303.62,60.724000000000004,USD
B & G Pouilly Fuisse,raw_material,0.0,0.0,8.5,10.0,,254.915,50.983000000000004,USD
B & G Rose D'Anjou,raw_material,0.0,0.0,6.0,11.0,,71.94,14.388,USD
B & G Sancerre Svgn Bl,raw_material,0.0,0.0,1.5,9.0,,35.985,7.197,USD
B & G Sauternes,raw_material,0.0,0.0,3.2,7.2,,271.84,54.367999999999995,USD
B & G Vouvray,raw_material,0.0,0.0,4.333333333333333,9.333333333333334,,264.24,52.848000000000006,USD
B Doon Not Drinking Any Merl,raw_material,0.0,0.0,8.545454545454545,8.636363636363637,,939.06,187.812,USD
B Doon The Heart Has Rieslin,raw_material,0.0,0.0,7.230769230769231,8.76923076923077,,751.0600000000001,150.212,USD
B Side Cab Svgn,raw_material,0.0,0.0,11.5,8.0,,275.885,55.177,USD
B Side Napa Vly Red,raw_material,0.0,0.0,3.5,10.0,,83.96499999999999,16.793,USD
B de Beauchene CDR Rouge,raw_material,0.0,0.0,9.1,7.4,,409.045,81.809,USD
BR Cohn Silver Cab Svgn Snm,raw_material,0.0,0.0,5.892857142857143,9.142857142857142,,1731.675,346.33500000000004,USD
BT Termanthia 10 Toro Red,raw_material,0.0,0.0,1.3571428571428572,6.714285714285714,,1462.9050000000002,292.581,USD
BV Coastal Estate Cab Svgn,raw_material,0.0,0.0,12.863636363636363,7.7272727272727275,,2681.67,536.3340000000001,USD
BV Coastal Estate Chard,raw_material,0.0,0.0,24.5,7.0,,4019.335,803.8670000000001,USD
BV Coastal Estate Merlot,raw_material,0.0,0.0,15.75,6.857142857142857,,2123.295,424.65900000000005,USD
BV Coastal Estate Pnt Nr,raw_material,0.0,0.0,12.36111111111111,7.666666666666667,,2095.775,419.15500000000003,USD
BV Coastal Estate Red,raw_material,0.0,0.0,8.0,9.0,,87.92,17.584,USD
BV Coastal Estate Svgn Bl,raw_material,0.0,0.0,9.5,9.0,,85.405,17.081,USD
BV GDL Private Rsv Cab Svgn,raw_material,0.0,0.0,3.357142857142857,7.285714285714286,,2819.7649999999994,563.953,USD
Babich Svgn Bl Marlboro,raw_material,0.0,0.0,6.5,8.2,,454.675,90.935,USD
Bacardi 8,raw_material,0.0,0.0,7.44,8.12,,3718.14,743.628,USD
Bacardi 8 Glass Pack,raw_material,0.0,0.0,0.5,9.0,,9.995,1.9989999999999999,USD
Bacardi Black,raw_material,0.0,0.0,10.675,8.35,,3352.865,670.573,USD
Bacardi Black Razz,raw_material,0.0,0.0,5.75,8.5,,574.425,114.88500000000002,USD
Bacardi Coco Rum,raw_material,0.0,0.0,10.676470588235293,7.352941176470588,,1813.185,362.63700000000006,USD
Bacardi Coconut,raw_material,0.0,0.0,63.5,6.0,,62.864999999999995,12.573,USD
Bacardi Dragon Berry,raw_material,0.0,0.0,34.0,9.0,,33.66,6.731999999999999,USD
Bacardi Dragon Berry Rum,raw_material,0.0,0.0,5.2272727272727275,7.909090909090909,,1570.85,314.17,USD
Bacardi Gold Rum,raw_material,0.0,0.0,12.227272727272727,8.0,,3888.06,777.612,USD
Bacardi Gold Rum Traveler,raw_material,0.0,0.0,5.5,11.0,,98.945,19.789,USD
Bacardi Grand Melon,raw_material,0.0,0.0,4.875,8.5,,194.805,38.961000000000006,USD
Bacardi Grapefruit Rum,raw_material,0.0,0.0,12.825471698113208,7.80188679245283,,3474.4049999999997,694.8810000000001,USD
Bacardi Limon Rum,raw_material,0.0,0.0,13.241379310344827,8.114942528735632,,6343.73,1268.746,USD
Bacardi Mango Fusion,raw_material,0.0,0.0,13.029411764705882,8.470588235294118,,1672.785,334.557,USD
Bacardi Mojito Cocktail,raw_material,0.0,0.0,6.914285714285715,8.114285714285714,,4595.58,919.116,USD
Bacardi O Orange Rum,raw_material,0.0,0.0,6.2,7.6,,478.69,95.738,USD
Bacardi Oakheart Spiced Rum,raw_material,0.0,0.0,22.44736842105263,7.894736842105263,,2611.035,522.207,USD
Bacardi Party Drinks Bahama,raw_material,0.0,0.0,7.325,7.8,,2342.535,468.507,USD
Bacardi Party Drinks Hurricn,raw_material,0.0,0.0,1.0,9.0,,15.99,3.1980000000000004,USD
Bacardi Party Drinks Rum Run,raw_material,0.0,0.0,2.75,8.5,,87.94500000000001,17.589000000000002,USD
Bacardi Party Drinks Zombie,raw_material,0.0,0.0,5.625,8.166666666666666,,1079.325,215.865,USD
Bacardi Party Mai Tai,raw_material,0.0,0.0,4.416666666666667,8.833333333333334,,423.735,84.74700000000001,USD
Bacardi Pineapple Fusion,raw_material,0.0,0.0,10.192307692307692,7.948717948717949,,5386.025,1077.205,USD
Bacardi Raspberry Rum,raw_material,0.0,0.0,8.921296296296296,7.87962962962963,,3365.865,673.173,USD
Bacardi Razz,raw_material,0.0,0.0,17.5,6.0,,34.65,6.930000000000001,USD
Bacardi Reserva Limitada,raw_material,0.0,0.0,13.5,6.0,,1214.8649999999998,242.97299999999996,USD
Bacardi Superior Rum,raw_material,0.0,0.0,28.07894736842105,7.947368421052632,,6069.014999999999,1213.803,USD
Bacardi Superior Rum Trav,raw_material,0.0,0.0,15.0,8.5,,599.4000000000001,119.88000000000002,USD
Bacardi Tangerine,raw_material,0.0,0.0,95.25,7.0,,188.595,37.719,USD
Bacardi Torched Cherry Rum,raw_material,0.0,0.0,9.2,8.133333333333333,,1378.62,275.724,USD
Bacardi Twin Pack 2/750mls,raw_material,0.0,0.0,10.0,9.0,,199.89999999999998,39.98,USD
Bacio Divino 12 Pazzo,raw_material,0.0,0.0,22.833333333333332,9.333333333333334,,1506.3149999999998,301.263,USD
Backbone Blended Bourbon,raw_material,0.0,0.0,6.2,8.1,,1673.3799999999999,334.676,USD
Backhouse Cab Svgn,raw_material,0.0,0.0,8.0,7.0,,55.92,11.184000000000001,USD
Backhouse Chard,raw_material,0.0,0.0,8.375,7.75,,234.16500000000002,46.833000000000006,USD
Backhouse Pnt Grigio,raw_material,0.0,0.0,3.5,9.0,,24.465,4.893000000000001,USD
Backhouse Pnt Nr,raw_material,0.0,0.0,6.166666666666667,8.666666666666666,,129.315,25.863,USD
Badenhorst Secateurs Chen Bl,raw_material,0.0,0.0,7.125,7.125,,841.4300000000001,168.286,USD
Badenhorst Secateurs Red,raw_material,0.0,0.0,6.388888888888889,7.333333333333333,,798.9250000000001,159.785,USD
Baglio di Grisi Nero d'Avola,raw_material,0.0,0.0,7.833333333333333,6.083333333333333,,1315.06,263.012,USD
Bagordi Cosecha Rioja,raw_material,0.0,0.0,11.0,7.0,,153.89000000000001,30.778000000000006,USD
Bagordi Crianza Rioja,raw_material,0.0,0.0,12.0,7.0,,233.88,46.776,USD
Baileyana Firepeak Cve Chard,raw_material,0.0,0.0,11.0,5.0,,846.23,169.246,USD
